school_name,rank,professor_name,department,faculty_url,lab_url,source_type,notes
Rensselaer Polytechnic Institute,89,Sergei Nirenburg,Computer Science,http://www.cogsci.rpi.edu/pl/faculty-staff-cogsci/nirenburg,,faculty_page,"areas=ai,nlp; verified_by=official_domain"
Rensselaer Polytechnic Institute,89,Sibel Adali,Computer Science,http://www.cs.rpi.edu/~sibel/SibelAdali/Sibel_Adali.html,,faculty_page,areas=ai; verified_by=official_domain
Rensselaer Polytechnic Institute,89,Stacy Patterson,Computer Science,http://www.cs.rpi.edu/~pattes3,,faculty_page,areas=mlmining; verified_by=official_domain
TTI Chicago,89,David A. McAllester,TTI Chicago,http://ttic.uchicago.edu/~dmcallester,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
TTI Chicago,89,David McAllester,TTI Chicago,http://ttic.uchicago.edu/~dmcallester,,faculty_page,"areas=mlmining,vision; verified_by=official_domain"
TTI Chicago,89,Gregory Shakhnarovich,TTI Chicago,http://ttic.uchicago.edu/~gregory,,faculty_page,"areas=mlmining,nlp,vision; verified_by=official_domain"
TTI Chicago,89,Jinbo Xu,TTI Chicago,http://ttic.uchicago.edu/~jinbo,,faculty_page,"areas=bio,mlmining; verified_by=official_domain"
TTI Chicago,89,Karen Livescu,TTI Chicago,http://ttic.uchicago.edu/~klivescu,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
TTI Chicago,89,Matthew R. Walter,TTI Chicago,http://ttic.uchicago.edu/~mwalter,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
TTI Chicago,89,Nathan Srebro,TTI Chicago,http://ttic.uchicago.edu/~nati,,faculty_page,areas=mlmining; verified_by=official_domain
TTI Chicago,89,Yury Makarychev,TTI Chicago,http://ttic.uchicago.edu/~yury,,faculty_page,areas=mlmining; verified_by=official_domain
Temple University,89,Chiu C. Tan 0001,Department of Computer & Information Sciences | College of Science and Technology,https://cis.temple.edu/~cctan,,faculty_page,areas=ai; verified_by=official_domain
Temple University,89,Eduard C. Dragut,Department of Computer & Information Sciences | College of Science and Technology,https://cis.temple.edu/~edragut,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Temple University,89,Hongchang Gao,Department of Computer & Information Sciences | College of Science and Technology,https://www.cst.temple.edu/~tuo14379,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Temple University,89,Jie Wu 0001,Department of Computer & Information Sciences | College of Science and Technology,https://cis.temple.edu/~wu,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Temple University,89,Kai Zhang 0001,Department of Computer & Information Sciences | College of Science and Technology,https://cis.temple.edu/user/635,,faculty_page,"areas=ai,bio,mlmining,vision; verified_by=official_domain"
Temple University,89,Longin Jan Latecki,Department of Computer & Information Sciences | College of Science and Technology,https://cis.temple.edu/~latecki,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
Temple University,89,Richard Beigel,Department of Computer & Information Sciences | College of Science and Technology,https://cis.temple.edu/~beigel,,faculty_page,"areas=ai,bio; verified_by=official_domain"
Temple University,89,Richard Souvenir,Department of Computer & Information Sciences | College of Science and Technology,https://cis.temple.edu/~souvenir,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Temple University,89,Slobodan Vucetic,Department of Computer & Information Sciences | College of Science and Technology,http://www.dabi.temple.edu/~vucetic,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Temple University,89,Xiaojiang Du,Department of Computer & Information Sciences | College of Science and Technology,https://cis.temple.edu/~xjdu,,faculty_page,areas=mlmining; verified_by=official_domain
Temple University,89,Xinghua Shi,Department of Computer & Information Sciences | College of Science and Technology,https://cis.temple.edu/~mindyshi,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Temple University,89,Zoran Obradovic,Department of Computer & Information Sciences | College of Science and Technology,http://www.dabi.temple.edu/~zoran,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Univ. of Maryland - Baltimore County,89,Adam W. Bargteil,Department of Computer Science and Electrical Engineering – UMBC,http://www.csee.umbc.edu/~adamb,,faculty_page,areas=vision; verified_by=official_domain
Univ. of Maryland - Baltimore County,89,Anupam Joshi,Department of Computer Science and Electrical Engineering – UMBC,http://www.csee.umbc.edu/~joshi,,faculty_page,areas=ai; verified_by=official_domain
Univ. of Maryland - Baltimore County,89,Charles K. Nicholas,Department of Computer Science and Electrical Engineering – UMBC,http://www.csee.umbc.edu/~nicholas/charles_nicholas.html,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Univ. of Maryland - Baltimore County,89,Cynthia Matuszek,Department of Computer Science and Electrical Engineering – UMBC,http://www.csee.umbc.edu/~cmat,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Univ. of Maryland - Baltimore County,89,Don Engel,Department of Computer Science and Electrical Engineering – UMBC,https://www.csee.umbc.edu/people/faculty/don-engel,,faculty_page,areas=nlp; verified_by=official_domain
Univ. of Maryland - Baltimore County,89,Francis Ferraro,Department of Computer Science and Electrical Engineering – UMBC,https://www.csee.umbc.edu/~ferraro,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Univ. of Maryland - Baltimore County,89,James R. Foulds,Department of Computer Science and Electrical Engineering – UMBC,https://jfoulds.informationsystems.umbc.edu,,faculty_page,"areas=mlmining,nlp; verified_by=official_domain"
Univ. of Maryland - Baltimore County,89,Keke Chen,Department of Computer Science and Electrical Engineering – UMBC,https://www.csee.umbc.edu/keke-chen,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Univ. of Maryland - Baltimore County,89,Nirmalya Roy,Department of Computer Science and Electrical Engineering – UMBC,https://mpsc.umbc.edu/nroy,,faculty_page,areas=mlmining; verified_by=official_domain
Univ. of Maryland - Baltimore County,89,Penny Rheingans,Department of Computer Science and Electrical Engineering – UMBC,http://www.csee.umbc.edu/~rheingan,,faculty_page,areas=ai; verified_by=official_domain
Univ. of Maryland - Baltimore County,89,Rajasekhar Anguluri,Department of Computer Science and Electrical Engineering – UMBC,https://www.csee.umbc.edu/rajasekhar-anguluri,,faculty_page,areas=mlmining; verified_by=official_domain
Univ. of Maryland - Baltimore County,89,Sanjay Purushotham,Department of Computer Science and Electrical Engineering – UMBC,https://sanjayp.is.umbc.edu,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Univ. of Maryland - Baltimore County,89,Shimei Pan,Department of Computer Science and Electrical Engineering – UMBC,https://nlp-lab.umbc.edu/home/shimei,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Univ. of Maryland - Baltimore County,89,Tim Finin,Department of Computer Science and Electrical Engineering – UMBC,http://umbc.edu/~finin,,faculty_page,areas=ai; verified_by=official_domain
Univ. of Maryland - Baltimore County,89,Tim Oates 0001,Department of Computer Science and Electrical Engineering – UMBC,http://www.csee.umbc.edu/people/faculty/tim-oates,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Univ. of Maryland - Baltimore County,89,Ting-Zhu Huang,Department of Computer Science and Electrical Engineering – UMBC,http://www.csee.umbc.edu/~zt,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
Univ. of Maryland - Baltimore County,89,Vandana Pursnani Janeja,Department of Computer Science and Electrical Engineering – UMBC,https://userpages.umbc.edu/~vjaneja,,faculty_page,areas=mlmining; verified_by=official_domain
University of Tennessee,89,Amir Sadovnik,University of Tennessee,http://uvu.eecs.utk.edu,,faculty_page,areas=vision; verified_by=official_domain
University of Tennessee,89,Donatello Materassi,University of Tennessee,http://www.eecs.utk.edu/people/faculty/dmateras,,faculty_page,areas=mlmining; verified_by=official_domain
University of Tennessee,89,Dongsheng Ding,University of Tennessee,https://eecs.utk.edu/people/dongsheng-ding,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Tennessee,89,Fnu Suya,University of Tennessee,https://eecs.utk.edu/people/fnu-suya,,faculty_page,"areas=mlmining,vision; verified_by=official_domain"
University of Tennessee,89,Hairong Qi 0001,University of Tennessee,https://eecs.utk.edu/people/hairong-qi,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Tennessee,89,Jinyuan Sun,University of Tennessee,http://web.eecs.utk.edu/~jysun,,faculty_page,areas=vision; verified_by=official_domain
University of Tennessee,89,Lynne E. Parker,University of Tennessee,http://web.eecs.utk.edu/~leparker,,faculty_page,areas=vision; verified_by=official_domain
University of Tennessee,89,Michael W. Berry,University of Tennessee,http://web.eecs.utk.edu/~mberry,,faculty_page,areas=bio; verified_by=official_domain
University of Tennessee,89,Mohamed Akrout,University of Tennessee,https://eecs.utk.edu/people/mohamed-akrout,,faculty_page,areas=mlmining; verified_by=official_domain
University of Tennessee,89,Mongi A. Abidi,University of Tennessee,http://www.eecs.utk.edu/people/faculty/abidi,,faculty_page,areas=vision; verified_by=official_domain
University of Tennessee,89,Xiongye Xiao,University of Tennessee,https://eecs.utk.edu/people/xiongye-xiao,,faculty_page,areas=mlmining; verified_by=official_domain
Augusta University,97,Bogdan S. Chlebus,School of Computer and Cyber Sciences,https://www.augusta.edu/faculty/directory/view.php?id=BCHLEBUS,,faculty_page,areas=ai; verified_by=official_domain
Augusta University,97,Dariusz R. Kowalski,School of Computer and Cyber Sciences,https://www.augusta.edu/faculty/directory/view.php?id=DKOWALSKI,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Augusta University,97,Meikang Qiu,School of Computer and Cyber Sciences,https://www.augusta.edu/faculty/directory/view.php?id=MQIU,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Augusta University,97,Wei Zhang 0090,School of Computer and Cyber Sciences,https://www.augusta.edu/faculty/directory/view.php?id=WZHANG1,,faculty_page,"areas=mlmining,nlp; verified_by=official_domain"
Colorado State University,97,Asa Ben-Hur,Department of Computer Science | CSU – Department of Computer Science at Colorado State University,http://www.cs.colostate.edu/~asa,,faculty_page,"areas=bio,mlmining; verified_by=official_domain"
Colorado State University,97,Bruce A. Draper,Department of Computer Science | CSU – Department of Computer Science at Colorado State University,http://www.cs.colostate.edu/~draper,,faculty_page,"areas=mlmining,vision; verified_by=official_domain"
Colorado State University,97,Charles W. Anderson,Department of Computer Science | CSU – Department of Computer Science at Colorado State University,http://www.cs.colostate.edu/~anderson,,faculty_page,areas=mlmining; verified_by=official_domain
Colorado State University,97,Indrakshi Ray,Department of Computer Science | CSU – Department of Computer Science at Colorado State University,http://www.cs.colostate.edu/~iray,,faculty_page,areas=mlmining; verified_by=official_domain
Colorado State University,97,J. Ross Beveridge,Department of Computer Science | CSU – Department of Computer Science at Colorado State University,http://www.cs.colostate.edu/~ross,,faculty_page,"areas=ai,vision; verified_by=official_domain"
Colorado State University,97,L. Darrell Whitley,Department of Computer Science | CSU – Department of Computer Science at Colorado State University,http://www.cs.colostate.edu/~whitley,,faculty_page,areas=ai; verified_by=official_domain
Colorado State University,97,Michael Kirby,Department of Computer Science | CSU – Department of Computer Science at Colorado State University,https://www.math.colostate.edu/~kirby,,faculty_page,areas=vision; verified_by=official_domain
George Washington University,97,H. Howie Huang,Department of Computer Science | School of Engineering & Applied Science | The George Washington University,https://www2.seas.gwu.edu/~howie,,faculty_page,"areas=ai,nlp; verified_by=official_domain"
George Washington University,97,Rebecca Hwa,Department of Computer Science | School of Engineering & Applied Science | The George Washington University,https://cs.engineering.gwu.edu/rebecca-hwa,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
George Washington University,97,Robert Pless,Department of Computer Science | School of Engineering & Applied Science | The George Washington University,https://www.cs.seas.gwu.edu/robert-pless,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
George Washington University,97,Xiuzhen Cheng 0001,Department of Computer Science | School of Engineering & Applied Science | The George Washington University,https://www.seas.gwu.edu/~cheng,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Illinois Institute of Technology,97,Gady Agam,Computer Science,https://science.iit.edu/people/faculty/gady-agam,,faculty_page,"areas=ai,vision; verified_by=official_domain"
Illinois Institute of Technology,97,Mustafa Bilgic 0001,Computer Science,https://science.iit.edu/people/faculty/mustafa-bilgic,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
Illinois Institute of Technology,97,Yue Dai 0005,Computer Science,https://www.iit.edu/directory/people/yue-dai,,faculty_page,areas=mlmining; verified_by=official_domain
Illinois Institute of Technology,97,Yutong Wang 0002,Computer Science,https://www.iit.edu/directory/people/yutong-wang,,faculty_page,areas=mlmining; verified_by=official_domain
Lehigh University,97,Brian D. Davison 0001,Computer Science & Engineering | P.C. Rossin College of Engineering & Applied Science,http://www.cse.lehigh.edu/~brian,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Lehigh University,97,Brian Y. Chen,Computer Science & Engineering | P.C. Rossin College of Engineering & Applied Science,http://www.cse.lehigh.edu/~chen,,faculty_page,areas=bio; verified_by=official_domain
Lehigh University,97,Hector Muñoz-Avila,Computer Science & Engineering | P.C. Rossin College of Engineering & Applied Science,http://www.cse.lehigh.edu/~munoz,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Lehigh University,97,Jeff Heflin,Computer Science & Engineering | P.C. Rossin College of Engineering & Applied Science,http://www.cse.lehigh.edu/~heflin,,faculty_page,areas=ai; verified_by=official_domain
Lehigh University,97,Lifang He 0001,Computer Science & Engineering | P.C. Rossin College of Engineering & Applied Science,https://engineering.lehigh.edu/faculty/lifang-he,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
Lehigh University,97,Mooi Choo Chuah,Computer Science & Engineering | P.C. Rossin College of Engineering & Applied Science,http://www.cse.lehigh.edu/~chuah,,faculty_page,areas=vision; verified_by=official_domain
Lehigh University,97,Sihong Xie,Computer Science & Engineering | P.C. Rossin College of Engineering & Applied Science,http://www.cse.lehigh.edu/~sxie,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
University of Houston,97,Albert Mo Kim Cheng,University of Houston,http://www2.cs.uh.edu/~acheng/acheng.html,,faculty_page,"areas=ai,nlp; verified_by=official_domain"
University of Houston,97,Arjun Mukherjee,University of Houston,http://www2.cs.uh.edu/~arjun,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
University of Houston,97,Badrinath Roysam,University of Houston,http://www.ee.uh.edu/faculty/roysam,,faculty_page,"areas=bio,vision; verified_by=official_domain"
University of Houston,97,Carlos Ordonez 0001,University of Houston,http://www2.cs.uh.edu/~ordonez,,faculty_page,areas=mlmining; verified_by=official_domain
University of Houston,97,Feng Yan 0001,University of Houston,http://www2.cs.uh.edu/~fyan,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Houston,97,Gopal Pandurangan,University of Houston,http://www.uh.edu/nsm/computer-science/news-events/stories/2014/0711-pandurangan.php,,faculty_page,"areas=ai,bio; verified_by=official_domain"
University of Houston,97,Ioannis A. Kakadiaris,University of Houston,http://cbl.uh.edu/pages/aboutcbl/dr_kakadiaris_biography,,faculty_page,areas=vision; verified_by=official_domain
University of Houston,97,Ioannis T. Pavlidis,University of Houston,http://www.cpl.uh.edu/people/ioannis_pavlidis,,faculty_page,areas=vision; verified_by=official_domain
University of Houston,97,Rakesh M. Verma,University of Houston,http://www2.cs.uh.edu/~rmverma,,faculty_page,areas=ai; verified_by=official_domain
University of Houston,97,Ricardo Vilalta,University of Houston,http://www2.cs.uh.edu/~vilalta,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Houston,97,Stephen Huang,University of Houston,http://www2.cs.uh.edu/shuang,,faculty_page,areas=vision; verified_by=official_domain
University of Houston,97,Weidong Shi,University of Houston,http://www.uh.edu/nsm/computer-science/people/spotlight/spotlights/2014/larry-shi.php,,faculty_page,"areas=ai,nlp; verified_by=official_domain"
University of Houston,97,Zhigang Deng 0001,University of Houston,http://graphics.cs.uh.edu/zdeng,,faculty_page,"areas=ai,vision; verified_by=official_domain"
University of Iowa,97,Alberto M. Segre,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://www.cs.uiowa.edu/people/alberto-maria-segre,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Iowa,97,Bijaya Adhikari,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://cs.uiowa.edu/people/bijaya-adhikari,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Iowa,97,Hantao Zhang 0001,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://www.cs.uiowa.edu/~hzhang,,faculty_page,areas=ai; verified_by=official_domain
University of Iowa,97,Joe K. Kearney,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,http://homepage.cs.uiowa.edu/~kearney,,faculty_page,areas=vision; verified_by=official_domain
University of Iowa,97,Mehrdad Moharrami,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://cs.uiowa.edu/people/mehrdad-moharrami,,faculty_page,areas=mlmining; verified_by=official_domain
University of Iowa,97,Muchao Ye,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://cs.uiowa.edu/people/muchao-ye,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
University of Iowa,97,Padmini Srinivasan,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://cs.uiowa.edu/people/padmini-srinivasan,,faculty_page,"areas=bio,mlmining,nlp; verified_by=official_domain"
University of Iowa,97,Peng Jiang 0004,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://homepage.divms.uiowa.edu/~penjiang,,faculty_page,areas=mlmining; verified_by=official_domain
University of Iowa,97,Rishab Nithyanand,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://cs.uiowa.edu/people/rishab-nithyanand,,faculty_page,areas=nlp; verified_by=official_domain
University of Iowa,97,Sourya Roy,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://cs.uiowa.edu/people/sourya-roy,,faculty_page,areas=vision; verified_by=official_domain
University of Iowa,97,Sriram V. Pemmaraju,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://www.cs.uiowa.edu/~sriram,,faculty_page,areas=ai; verified_by=official_domain
University of Iowa,97,Weiran Wang,Computer Science | College of Liberal Arts and Sciences | The University of Iowa,https://cs.uiowa.edu/people/weiran-wang,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
University of Massachusetts Lowell,97,Anna Rumshisky,Miner School of Computer and Information Sciences | Kennedy College of Sciences | UMass Lowell,http://www.cs.uml.edu/~arum,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
University of Massachusetts Lowell,97,Benyuan Liu,Miner School of Computer and Information Sciences | Kennedy College of Sciences | UMass Lowell,http://www.cs.uml.edu/~bliu,,faculty_page,areas=ai; verified_by=official_domain
University of Massachusetts Lowell,97,Jesse M. Heines,Miner School of Computer and Information Sciences | Kennedy College of Sciences | UMass Lowell,https://www.uml.edu/Research/IVPR/faculty/Heines_Jesse%20M.aspx,,faculty_page,areas=nlp; verified_by=official_domain
University of Massachusetts Lowell,97,Mohammad Arif Ul Alam,Miner School of Computer and Information Sciences | Kennedy College of Sciences | UMass Lowell,http://faculty.uml.edu/~alam,,faculty_page,areas=ai; verified_by=official_domain
University of Massachusetts Lowell,97,Tingjian Ge,Miner School of Computer and Information Sciences | Kennedy College of Sciences | UMass Lowell,http://www.cs.uml.edu/~ge,,faculty_page,areas=mlmining; verified_by=official_domain
University of Massachusetts Lowell,97,Yu Cao 0002,Miner School of Computer and Information Sciences | Kennedy College of Sciences | UMass Lowell,https://www.uml.edu/Sciences/computer-science/faculty/Cao-Yu.aspx,,faculty_page,areas=ai; verified_by=official_domain
University of Nebraska,97,Berthe Y. Choueiry,School of Computing | Nebraska,http://cse.unl.edu/~choueiry,,faculty_page,areas=ai; verified_by=official_domain
University of Nebraska,97,Hau Chan,School of Computing | Nebraska,https://cse.unl.edu/~hchan,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Nebraska,97,Jitender S. Deogun,School of Computing | Nebraska,http://cse.unl.edu/~deogun,,faculty_page,areas=mlmining; verified_by=official_domain
University of Nebraska,97,Leen-Kiat Soh,School of Computing | Nebraska,http://cse.unl.edu/~lksoh,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Nebraska,97,N. V. Vinodchandran,School of Computing | Nebraska,http://cse.unl.edu/~vinod,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of North Texas,97,Chenxi Qiu,Computer Science and Engineering,https://computerscience.engineering.unt.edu/people/faculty/chenxi-qiu,,faculty_page,"areas=ai,vision; verified_by=official_domain"
University of North Texas,97,Ian Parberry,Computer Science and Engineering,http://larc.unt.edu/ian,,faculty_page,areas=mlmining; verified_by=official_domain
University of North Texas,97,Jing Yuan 0002,Computer Science and Engineering,https://computerscience.engineering.unt.edu/people/faculty/jing-yuan,,faculty_page,areas=ai; verified_by=official_domain
University of North Texas,97,Mark V. Albert,Computer Science and Engineering,https://computerscience.engineering.unt.edu/people/faculty/mark-albert,,faculty_page,areas=ai; verified_by=official_domain
University of North Texas,97,Paul Tarau,Computer Science and Engineering,http://www.cse.unt.edu/~tarau,,faculty_page,areas=nlp; verified_by=official_domain
University of North Texas,97,Qing Yang 0003,Computer Science and Engineering,https://facultyinfo.unt.edu/faculty-profile?profile=qy0022,,faculty_page,areas=vision; verified_by=official_domain
University of North Texas,97,Rodney D. Nielsen,Computer Science and Engineering,http://www.cse.unt.edu/~nielsen,,faculty_page,"areas=ai,nlp; verified_by=official_domain"
University of North Texas,97,Sagnik Ray Choudhury,Computer Science and Engineering,https://facultyinfo.unt.edu/faculty-profile?profile=sr2004,,faculty_page,areas=nlp; verified_by=official_domain
University of North Texas,97,Sanjukta Bhowmick,Computer Science and Engineering,https://computerscience.engineering.unt.edu/people/faculty/sanjukta-bhowmick,,faculty_page,areas=mlmining; verified_by=official_domain
University of North Texas,97,Serdar Bozdag,Computer Science and Engineering,https://computerscience.engineering.unt.edu/people/faculty/serdar-bozdag,,faculty_page,areas=bio; verified_by=official_domain
University of North Texas,97,Song Fu,Computer Science and Engineering,http://www.cse.unt.edu/~song,,faculty_page,"areas=ai,vision; verified_by=official_domain"
University of North Texas,97,Wei Jin 0006,Computer Science and Engineering,http://www.cse.unt.edu/~weijin,,faculty_page,"areas=mlmining,nlp; verified_by=official_domain"
University of North Texas,97,Weishi Shi,Computer Science and Engineering,https://computerscience.engineering.unt.edu/people/faculty/weishi-shi,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of North Texas,97,Xiaohui Yuan,Computer Science and Engineering,http://www.cse.unt.edu/~xyuan,,faculty_page,"areas=ai,bio,vision; verified_by=official_domain"
University of North Texas,97,Xinrui Cui,Computer Science and Engineering,https://computerscience.engineering.unt.edu/people/faculty/xinrui-cui,,faculty_page,areas=vision; verified_by=official_domain
University of North Texas,97,Xuan Guo,Computer Science and Engineering,http://www.cse.unt.edu/~xuanguo,,faculty_page,areas=ai; verified_by=official_domain
University of North Texas,97,Yan Huang 0002,Computer Science and Engineering,http://www.cse.unt.edu/~huangyan,,faculty_page,"areas=mlmining,vision; verified_by=official_domain"
University of North Texas,97,Yunhe Feng,Computer Science and Engineering,https://computerscience.engineering.unt.edu/people/faculty/yunhe-feng,,faculty_page,"areas=ai,vision; verified_by=official_domain"
University of North Texas,97,Zhuqing Liu,Computer Science and Engineering,https://facultyinfo.unt.edu/faculty-profile?profile=zl0223,,faculty_page,areas=mlmining; verified_by=official_domain
University of Oregon,97,Allen D. Malony,Computer Science | School of Computer and Data Sciences,https://www.cs.uoregon.edu/People/Faculty/Allen_Malony.php,,faculty_page,areas=mlmining; verified_by=official_domain
University of Oregon,97,Daniel Lowd,Computer Science | School of Computer and Data Sciences,https://ix.cs.uoregon.edu/~lowd,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
University of Oregon,97,Dejing Dou,Computer Science | School of Computer and Data Sciences,http://ix.cs.uoregon.edu/~dou,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
University of Oregon,97,Jun Li 0001,Computer Science | School of Computer and Data Sciences,http://ix.cs.uoregon.edu/~lijun,,faculty_page,areas=ai; verified_by=official_domain
University of Oregon,97,Ramakrishnan Durairajan,Computer Science | School of Computer and Data Sciences,http://ix.cs.uoregon.edu/~ram,,faculty_page,areas=mlmining; verified_by=official_domain
University of Oregon,97,Stephen Fickas,Computer Science | School of Computer and Data Sciences,http://ix.cs.uoregon.edu/~fickas,,faculty_page,areas=ai; verified_by=official_domain
University of Oregon,97,Thanh Hong Nguyen,Computer Science | School of Computer and Data Sciences,https://ix.cs.uoregon.edu/~thanhhng,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Oregon,97,Thien Huu Nguyen,Computer Science | School of Computer and Data Sciences,http://ix.cs.uoregon.edu/~thien,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
